METADATA|LegacyLearningItem|LearningItemId|EffectiveStartDate|EffectiveEndDate|LearningItemNumber|Title|ShortDescription|OwnedByPersonId|OwnedByPersonNumber|SourceType|SourceId|SourceInfo|SourceSystemOwner|SourceSystemId
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_181|First Line of Defense|Cari tahu cara menjalankan First Line of Defense pada modul ini.||3016645||||HCMS|PK_VR_181
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_182|Ketentuan Alarm|Ketentuan Alarm di Hana Bank.||3016645||||HCMS|PK_VR_182
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_183|Ketentuan CCTV|Ketentuan CCTV di Hana Bank.||3016645||||HCMS|PK_VR_183
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_184|Kebijakan Area Pelayanan (Low Risk)|Pedoman dalam menjalankan kegiatan operasional bank.||3016645||||HCMS|PK_VR_184
MERGE|LegacyLearningItem||2021/7/1|4712/12/31|PK_VR_185|Quiz Kepo: Edisi Media Monitoring|Cek wawasan kamu mengenai Media Monitoring di sini!||3016645||||HCMS|PK_VR_185
MERGE|LegacyLearningItem||2020/21/12|4712/12/31|PK_VR_186|Pengertian & Klasifikasi Dokumen|Yuk pahami pengertian & klasifikasi dokumen.||3016645||||HCMS|PK_VR_186
MERGE|LegacyLearningItem||2020/21/12|4712/12/31|PK_VR_187|Perbedaan Graphonomy & Graphology|Apa saja perbedaan Graphonomy & Graphology? Cari tahu di modul ini.||3016645||||HCMS|PK_VR_187
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_188|Opening Service Standard|Cek kelengkapan atribut pelayanan di cabang dan standar penampilan di modul ini.||3016645||||HCMS|PK_VR_188
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_189|Setor Tunai|Standar Layanan Teller.||3016645||||HCMS|PK_VR_189
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_190|Tarik Tunai|Standar Layanan Teller.||3016645||||HCMS|PK_VR_190
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_191|Pembukaan Rekening|Standar Layanan Customer Service.||3016645||||HCMS|PK_VR_191
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_192|Bab 1 - Ketentuan Umum|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_192
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_193|Bab 2 - Prinsip Peraturan & Kode Etik|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_193
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_194|Bab 3 - Ruang Lingkup, Fungsi & Tujuan|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_194
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_195|Bab 4 - Asas & Norma Ketenagakerjaan|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_195
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_196|Bab 5 - Perencanaan & Informasi Ketenagakerjaan|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_196
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_197|Bab 6 - Cipta Lapangan Kerja|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_197
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_198|Bab 7 - Pendidikan & Pelatihan|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_198
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_199|Bab 8 - Hubungan Kerja (Part 1)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_199
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_200|Bab 8 - Hubungan Kerja (Part 2)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_200
MERGE|LegacyLearningItem||2021/30/7|4712/12/31|PK_VR_201|Refreshment APU PPT 2021 (Semester 2)|Yuk, uji kembali pengetahuanmu terkait APU PPT!||3016645||||HCMS|PK_VR_201
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_202| Bab 9 - Perlindungan Ketenagakerjaan (Part 1)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_202
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_203|Bab 9 - Perlindungan Ketenagakerjaan (Part 2)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_203
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_204|Bab 9 - Perlindungan Ketenagakerjaan (Part 3)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_204
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_205|Opening Peraturan Perusahaan|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_205
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_206|Wajibnya Peraturan Perusahaan dalam Perusahaan - Part 1|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_206
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_207|Wajibnya Peraturan Perusahaan dalam Perusahaan - Part 2|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_207
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_208|Bab 9 - Perlindungan Ketenagakerjaan (Part 4)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_208
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_209|Bab 9 - Perlindungan Ketenagakerjaan (Part 5)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_209
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_210|Bab 10 - Hubungan Industrial (Part 1)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_210
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_211|Sistem Pengupahan - Part 1|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_211
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_212|Sistem Pengupahan - Part 2|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_212
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_213|Prinsip Kepatuhan terhadap Kode Etik & Peraturan Perusahaan|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_213
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_214|Hubungan Industrial dalam Konteks Pengawasan & Penindakan - Part 1|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_214
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_215|Hubungan Industrial dalam Konteks Pengawasan & Penindakan - Part 2|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_215
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_216|Know Your Employee|Podcast Peraturan Perusahaan||3016645||||HCMS|PK_VR_216
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_217|Bab 10 - Hubungan Industrial (Part 2)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_217
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_218|Bab 10 - Hubungan Industrial (Part 3)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_218
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_219|Bab 10 - Hubungan Industrial (Part 4)|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_219
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_220|Bab 11 - Penyelesaian Perselisihan Hubungan Industrial|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_220
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_221|Bab 12 - Penghargaan & Sanksi|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_221
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_222|Bab 13 - Parameter Sanksi & Hukuman|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_222
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_223|Bab 14 - Pemutusan Hubungan Kerja|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_223
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_224|Bab 15 - Penutup|Peraturan Perusahaan PT Bank KEB Hana Indonesia||3016645||||HCMS|PK_VR_224
MERGE|LegacyLearningItem||2021/30/7|4712/12/31|PK_VR_225|e-Certificate Refreshment APU PPT 2021 (Semester 2)|e-Certificate Refreshment APU PPT 2021 (Semester 2)||3016645||||HCMS|PK_VR_225
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_226|Infographic Score|Infographic Score||3016645||||HCMS|PK_VR_226
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_227| Infographic Score 2|Infographic Score 2||3016645||||HCMS|PK_VR_227
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_228|Evaluation Basic APU PPT|Yuk, uji pengetahuanmu terkait Basic APU PPT!||3016645||||HCMS|PK_VR_228
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_229|e-Certification WM Products|||3016645||||HCMS|PK_VR_229
MERGE|LegacyLearningItem||2020/11/12|4712/12/31|PK_VR_230|Banking Knowledge|Yuk, simak materi pengenalan perbankan!||3016645||||HCMS|PK_VR_230
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_231|Overview AML-CFT|Apa itu Anti-Money Laundering and Counter-Terrorism Financing? Cari tahu di modul ini.||3016645||||HCMS|PK_VR_231
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_232|Mandatory AML-CFT Program|Cari tahu pengertian program AML-CFT di modul ini.||3016645||||HCMS|PK_VR_232
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_233|High Risk Area|Kenali kebijakan dan prosedur area risiko tinggi.||3016645||||HCMS|PK_VR_233
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_234|Sanctions Program|Pahami mengenai tujuan dari Sanctions Program.||3016645||||HCMS|PK_VR_234
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_235|Reporting|Cari tahu kebijakan dan prosedur pelaporan pada modul ini!||3016645||||HCMS|PK_VR_235
MERGE|LegacyLearningItem||2021/7/1|4712/12/31|PK_VR_236|Pakta Integritas Penerapan Strategi dan Budaya Kesadaran Anti Fraud Periode 2021|Treaty of Integrity Statement.||3016645||||HCMS|PK_VR_236
MERGE|LegacyLearningItem||2021/30/7|4712/12/31|PK_VR_237|e-Certificate Basic APU PPT|e-Certificate Basic APU PPT||3016645||||HCMS|PK_VR_237
MERGE|LegacyLearningItem||2021/15/7|4712/12/31|PK_VR_238|e-Certificate Bancassurance|e-Certificate Bancassurance||3016645||||HCMS|PK_VR_238
MERGE|LegacyLearningItem||2021/15/7|4712/12/31|PK_VR_239|e-Certificate Bond|e-Certificate Bond||3016645||||HCMS|PK_VR_239
MERGE|LegacyLearningItem||2021/15/7|4712/12/31|PK_VR_240|e-Certificate Mutual Fund|e-Certificate Mutual Fund||3016645||||HCMS|PK_VR_240
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_241|Evaluation Fraud Risk Awareness|Fraud Risk Awareness||3016645||||HCMS|PK_VR_241
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_242| August 2021 (English Version) - Part 1|Headquarter Compliance Training||3016645||||HCMS|PK_VR_242
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_243|August 2021 (English Version) - Part 2|Headquarter Compliance Training||3016645||||HCMS|PK_VR_243
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_244|Opening Fraud Risk Awareness|Tujuan pembelajaran Fraud Risk Awareness.||3016645||||HCMS|PK_VR_244
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_245|Anti Fraud Awareness|Pahami mengenai Anti Fraud Awareness pada modul ini!||3016645||||HCMS|PK_VR_245
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_246|Whistle Blowing|Cari tahu cara pelaporan terhadap indikasi fraud.||3016645||||HCMS|PK_VR_246
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_247|Case Study 1 - Sharing Password|DC:If theres similarity on the name of characters, its coincidentally unintentional||3016645||||HCMS|PK_VR_247
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_248|Case Study 2 - Penyalahgunaan ATM|DC:If theres similarity on the name of characters, its coincidentally unintentional||3016645||||HCMS|PK_VR_248
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_249|Case Study 3 - Mis-selling & Misrepresentation|DC:If theres similarity on the name of characters, its coincidentally unintentional||3016645||||HCMS|PK_VR_249
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_250|Case Study 4 - Fasilitas Kantor untuk Pribadi|DC:If theres similarity on the name of characters, its coincidentally unintentional||3016645||||HCMS|PK_VR_250
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_251|Case Study 5 - Penggelapan Asset|DC:If theres similarity on the name of characters, its coincidentally unintentional||3016645||||HCMS|PK_VR_251
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_252|Closing Fraud Risk Awareness|Pahami mengenai Internal Control Component pada module ini.||3016645||||HCMS|PK_VR_252
MERGE|LegacyLearningItem||2021/30/7|4712/12/31|PK_VR_253|e-Certificate Fraud Risk Awareness|e-Certificate Fraud Risk Awareness||3016645||||HCMS|PK_VR_253
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_254| e-ARC (Electronic Account Receivable) Financing|Cari tahu mengenai e-ARC Financing di modul ini!||3016645||||HCMS|PK_VR_254
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_255|e-Certificate Basic APU PPT (Outsourcing Program)|e-Certificate Basic APU PPT (Outsourcing Program)||3016645||||HCMS|PK_VR_255
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_256|Klarifikasi Atas Uang Rupiah Yang Diragukan Keasliannya|Cari tahu cara klarifikasi atas uang rupiah yang diragukan keasliannya pada modul ini!||3016645||||HCMS|PK_VR_256
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_257|Ketentuan Hubungan Usaha (Political Exposed Person)|Pahami pentingnya memahami ketentuan hubungan usaha (PEP) pada modul ini!||3016645||||HCMS|PK_VR_257
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_258|How to Handle Transaction Dispute|Bagaimana cara menangani dispute? Cari tahu di modul ini!||3016645||||HCMS|PK_VR_258
MERGE|LegacyLearningItem||2020/13/10|4712/12/31|PK_VR_259|Korean Corner|Percakapan dasar dalam Bahasa Korea.||3016645||||HCMS|PK_VR_259
MERGE|LegacyLearningItem||2021/20/8|4712/12/31|PK_VR_260|e-Certificate Fraud Risk Awareness (Outsourcing Program)|e-Certificate Fraud Risk Awareness||3016645||||HCMS|PK_VR_260
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_261|September 2021 (English Version) |Headquarter Compliance Training||3016645||||HCMS|PK_VR_261
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_262|Prosedur & Produk Kredit|Pelajari prosedur dan produk kredit Hana Bank pada modul ini!||3016645||||HCMS|PK_VR_262
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_263|Kebijakan Safe Deposit Box (Low Risk)|Pelajari kebijakan Safe Deposit Box pada modul ini!||3016645||||HCMS|PK_VR_263
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_264|Kebijakan Operasional (High Risk)|Pelajari kebijakan operasional yang harus dilaksanakan di cabang pada modul ini!||3016645||||HCMS|PK_VR_264
MERGE|LegacyLearningItem||2021/7/10|4712/12/31|PK_VR_265|AML-CTF Training for Branch (Quiz)|Yuk, uji pemahamanmu mengenai AML-CFT.||3016645||||HCMS|PK_VR_265
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_266|Test Video Player|Test Video Player||3016645||||HCMS|PK_VR_266
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_267|October 2021 (English Version) - Part 1|Headquarter Compliance Training||3016645||||HCMS|PK_VR_267
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_268|October 2021 (English Version) - Part 2 |Headquarter Compliance Training||3016645||||HCMS|PK_VR_268
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_269|Bancassurance Referral Program|Yuk cari tahu mengenai Bancassurance Referral Program pada modul ini!||3016645||||HCMS|PK_VR_269
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_270|Make Up Tutorial|Simak make up tutorial kurang dari 10 menit pada modul ini.||3016645||||HCMS|PK_VR_270
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_271|Hair Do Tutorial|Simak hair bun tutorial pada modul ini.||3016645||||HCMS|PK_VR_271
MERGE|LegacyLearningItem||2021/1/3|4712/12/31|PK_VR_272|Kebijakan Dormant Account (Medium Risk)|Yuk cari tahu mengenai Rekening Dormant pada modul ini!||3016645||||HCMS|PK_VR_272
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_273|Kebijakan Mutual Fund (Medium Risk)|Pelajari kebijakan Mutual Fund pada modul ini.||3016645||||HCMS|PK_VR_273
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_274|Kebijakan Bancassurance Module 1 (High Risk)|Yuk cari tahu mengenai kebijakan Bancassurance pada modul ini!||3016645||||HCMS|PK_VR_274
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_275| Kebijakan Bancassurance Module 2 (High Risk)|Yuk cari tahu mengenai kebijakan Bancassurance pada modul ini!||3016645||||HCMS|PK_VR_275
MERGE|LegacyLearningItem||2020/10/11|4712/12/31|PK_VR_276|Kebijakan Bancassurance Module 3 (High Risk)|Yuk cari tahu mengenai kebijakan Bancassurance pada modul ini!||3016645||||HCMS|PK_VR_276
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_277|Branch Service & Operational Excellence (Mid Year Assessment)|||3016645||||HCMS|PK_VR_277
MERGE|LegacyLearningItem||2020/23/11|4712/12/31|PK_VR_278|Kebijakan Penanganan Transaksi Dispute (Medium Risk)|||3016645||||HCMS|PK_VR_278
MERGE|LegacyLearningItem|||4712/12/31|PK_VR_280|trial 3|||3016645||||HCMS|PK_VR_280
MERGE|LegacyLearningItem|||4712/12/31|PK_VR_281|trial 4|||3016645||||HCMS|PK_VR_281
MERGE|LegacyLearningItem|||4712/12/31|PK_VR_282|graham potter|||3016645||||HCMS|PK_VR_282
